Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
6967,Vernon Macklin,DET,25.0,208.28,102.965384,Florida,USA,2011,2,52,23,2.0,1.5,0.2,-2.2,0.104,0.1669999999999999,0.143,0.5589999999999999,0.057,2011-12
6984,Andrew Goudelock,LAL,23.0,190.5,90.7184,College of Charleston,USA,2011,2,46,40,4.4,0.8,0.5,-4.2,0.0139999999999999,0.068,0.228,0.488,0.085,2011-12
6997,Alec Burks,UTA,20.0,198.12,91.625584,Colorado,USA,2011,1,12,59,7.2,2.2,0.9,-2.3,0.067,0.091,0.218,0.506,0.1,2011-12
7005,Carldell Johnson,NOH,29.0,177.8,81.64656,Alabama-Birmingham,USA,Undrafted,Undrafted,Undrafted,15,1.8,0.6,1.5,2.3,0.011,0.078,0.182,0.372,0.314,2011-12
7018,Brandon Knight,DET,20.0,190.5,85.728888,Kentucky,USA,2011,1,8,66,12.8,3.2,3.8,-7.2,0.018,0.103,0.217,0.511,0.2019999999999999,2011-12
7027,Bismack Biyombo,CHA,19.0,205.74,111.13004,,Democratic Republic of the Congo,2011,1,7,63,5.2,5.8,0.4,-17.5,0.087,0.201,0.13,0.48,0.032,2011-12
7036,Tobias Harris,MIL,19.0,203.2,102.511792,Tennessee,USA,2011,1,19,42,5.0,2.4,0.5,-0.6,0.069,0.1689999999999999,0.204,0.54,0.075,2011-12
7039,Mychel Thompson,CLE,24.0,198.12,95.707912,Pepperdine,USA,Undrafted,Undrafted,Undrafted,5,3.6,1.0,1.4,-2.8,0.0,0.067,0.1369999999999999,0.375,0.119,2011-12
7047,Nikola Vucevic,PHI,21.0,213.36,108.86208,Southern California,Montenegro,2011,1,16,51,5.5,4.8,0.6,2.7,0.115,0.218,0.193,0.462,0.063,2011-12
7048,Nolan Smith,POR,23.0,187.96,83.91452,Duke,USA,2011,1,21,44,3.8,1.3,1.4,-15.5,0.033,0.089,0.192,0.434,0.196,2011-12
7049,Norris Cole,MIA,23.0,187.96,79.3786,Cleveland State,USA,2011,1,28,65,6.8,1.4,2.0,0.5,0.02,0.066,0.2189999999999999,0.452,0.183,2011-12
7072,Marcus Morris,HOU,22.0,205.74,106.59412,Kansas,USA,2011,1,14,17,2.4,0.9,0.2,-10.1,0.042,0.092,0.223,0.348,0.042,2011-12
7075,Markieff Morris,PHX,22.0,208.28,111.13004,Kansas,USA,2011,1,13,63,7.4,4.4,1.0,-2.2,0.061,0.2,0.204,0.484,0.087,2011-12
7089,Mickell Gladness,GSW,25.0,210.82,99.79024,Alabama A&M,USA,Undrafted,Undrafted,Undrafted,26,2.2,2.2,0.2,-11.9,0.057,0.174,0.127,0.436,0.03,2011-12
7106,Shelvin Mack,WAS,22.0,190.5,93.893544,Butler,USA,2011,2,34,64,3.6,1.4,2.0,-2.2,0.018,0.119,0.176,0.4679999999999999,0.271,2011-12
7119,Terrel Harris,MIA,24.0,193.04,86.18248,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,22,3.6,2.3,1.2,-8.3,0.067,0.129,0.17,0.434,0.138,2011-12
7130,Reggie Jackson,OKC,22.0,190.5,94.347136,Boston College,USA,2011,1,24,45,3.1,1.2,1.6,3.0,0.036,0.085,0.198,0.408,0.243,2011-12
7135,Ricky Rubio,MIN,21.0,193.04,81.64656,,Spain,2009,1,5,41,10.6,4.2,8.2,1.7,0.016,0.119,0.185,0.476,0.38,2011-12
7151,Ryan Reid,OKC,25.0,203.2,106.59412,Florida State,USA,2010,2,57,5,1.6,0.4,0.0,15.0,0.071,0.077,0.163,0.8,0.0,2011-12
7162,Tornike Shengelia,BKN,21.0,205.74,108.86208,,Georgia,2012,2,54,19,1.6,1.2,0.2,2.7,0.1,0.184,0.188,0.499,0.05,2012-13
7163,Tony Wroten,MEM,20.0,198.12,94.347136,Washington,USA,2012,1,25,35,2.6,0.8,1.2,-11.6,0.052,0.063,0.213,0.461,0.262,2012-13
7170,Tim Ohlbrecht,HOU,24.0,210.82,115.66596,,Germany,Undrafted,Undrafted,Undrafted,3,1.0,0.3,0.3,-33.4,0.0,0.1,0.287,0.436,0.25,2012-13
7172,Thomas Robinson,HOU,22.0,208.28,107.501304,Kansas,USA,2012,1,5,70,4.8,4.5,0.7,-7.0,0.126,0.211,0.19,0.451,0.073,2012-13
7176,Terrence Ross,TOR,22.0,198.12,88.45044,Washington,USA,2012,1,8,73,6.4,2.0,0.7,-3.3,0.032,0.106,0.195,0.491,0.073,2012-13
7177,Terrence Jones,HOU,21.0,205.74,114.305184,Kentucky,USA,2012,1,18,19,5.5,3.4,0.8,-2.6,0.107,0.154,0.179,0.512,0.09,2012-13
7196,Will Barton,POR,22.0,195.58,77.11064,Memphis,USA,2012,2,40,73,4.0,2.0,0.8,-13.4,0.045,0.147,0.203,0.437,0.113,2012-13
7202,Victor Claver,POR,24.0,205.74,101.604608,,Spain,2009,1,22,49,3.8,2.4,0.9,-9.0,0.044,0.131,0.139,0.462,0.079,2012-13
7203,Viacheslav Kravtsov,DET,25.0,210.82,112.037224,,Ukraine,Undrafted,Undrafted,Undrafted,25,3.1,1.8,0.4,-6.2,0.127,0.111,0.153,0.618,0.062,2012-13
7206,Tyshawn Taylor,BKN,23.0,190.5,83.91452,Kansas,USA,2012,2,41,38,2.2,0.5,0.6,-12.1,0.011,0.089,0.262,0.43,0.181,2012-13
7209,Tyler Zeller,CLE,23.0,213.36,113.398,North Carolina,USA,2012,1,17,77,7.9,5.7,1.2,-8.0,0.086,0.162,0.159,0.486,0.075,2012-13
7211,Draymond Green,GSW,23.0,200.66,104.32616,Michigan State,USA,2012,2,35,79,2.9,3.3,0.7,0.4,0.062,0.204,0.141,0.4039999999999999,0.076,2012-13
7214,Robert Sacre,LAL,24.0,213.36,117.93392,Gonzaga,Canada,2012,2,60,32,1.3,1.1,0.2,-12.3,0.048,0.136,0.134,0.407,0.045,2012-13
7229,Quincy Miller,DEN,20.0,205.74,95.25432,Baylor,USA,2012,2,38,7,1.3,0.3,0.4,-3.7,0.036,0.038,0.1989999999999999,0.349,0.143,2012-13
7230,Quincy Acy,TOR,22.0,200.66,102.0582,Baylor,USA,2012,2,37,29,4.0,2.7,0.4,12.1,0.108,0.152,0.146,0.632,0.051,2012-13
7232,Perry Jones III,OKC,21.0,210.82,106.59412,Baylor,USA,2012,1,28,38,2.3,1.6,0.3,1.9,0.049,0.195,0.198,0.417,0.057,2012-13
7252,Scott Machado,GSW,23.0,185.42,92.98636,Iona,USA,Undrafted,Undrafted,Undrafted,6,1.3,0.2,1.0,-21.5,0.0,0.0559999999999999,0.3,0.581,0.6,2012-13
7268,Doron Lamb,ORL,21.0,193.04,95.25432,Kentucky,USA,2012,2,42,47,3.3,1.0,0.7,-8.9,0.016,0.075,0.156,0.433,0.085,2012-13
7269,Donatas Motiejunas,HOU,22.0,213.36,100.697424,,Lithuania,2011,1,20,44,5.7,2.1,0.7,3.1,0.078,0.119,0.222,0.531,0.091,2012-13
7270,Brian Roberts,NOH,27.0,185.42,81.64656,Dayton,USA,Undrafted,Undrafted,Undrafted,78,7.1,1.2,2.8,-8.4,0.0139999999999999,0.077,0.2189999999999999,0.509,0.301,2012-13
7288,Chris Copeland,NYK,29.0,203.2,102.0582,Colorado,USA,Undrafted,Undrafted,Undrafted,56,8.7,2.1,0.5,4.4,0.046,0.1169999999999999,0.256,0.583,0.055,2012-13
7298,Andrew Nicholson,ORL,23.0,205.74,113.398,St. Bonaventure,Canada,2012,1,19,75,7.8,3.4,0.6,-6.9,0.063,0.172,0.221,0.557,0.062,2012-13
7301,Anthony Davis,NOH,20.0,208.28,99.79024,Kentucky,USA,2012,1,1,64,13.5,8.2,1.0,-5.5,0.106,0.236,0.215,0.5589999999999999,0.06,2012-13
7305,Arnett Moultrie,PHI,22.0,208.28,111.13004,Mississippi State,USA,2012,1,27,47,3.7,3.1,0.2,-7.5,0.152,0.151,0.14,0.595,0.031,2012-13
7306,Aron Baynes,SAS,26.0,208.28,117.93392,Washington State,Australia,Undrafted,Undrafted,Undrafted,16,2.7,2.0,0.3,-0.1,0.089,0.147,0.1639999999999999,0.521,0.053,2012-13
7310,Austin Rivers,NOH,20.0,193.04,90.7184,Duke,USA,2012,1,10,61,6.2,1.8,2.1,-6.8,0.013,0.078,0.172,0.431,0.142,2012-13
7312,Ben Hansbrough,IND,25.0,190.5,92.079176,Notre Dame,USA,Undrafted,Undrafted,Undrafted,28,2.0,0.6,0.8,-6.7,0.01,0.0819999999999999,0.163,0.501,0.2019999999999999,2012-13
7314,Bernard James,DAL,28.0,208.28,108.86208,Florida State,USA,2012,2,33,46,2.8,2.8,0.1,-0.6,0.118,0.2019999999999999,0.133,0.541,0.02,2012-13
7318,Bradley Beal,WAS,20.0,195.58,93.893544,Florida,USA,2012,1,3,56,13.9,3.8,2.4,-3.1,0.027,0.107,0.22,0.515,0.136,2012-13
7334,DeQuan Jones,ORL,23.0,203.2,100.243832,Miami (FL),USA,Undrafted,Undrafted,Undrafted,63,3.7,1.7,0.3,-10.8,0.023,0.122,0.15,0.485,0.03,2012-13
7344,Diante Garrett,PHX,24.0,193.04,86.18248,Iowa State,USA,Undrafted,Undrafted,Undrafted,19,2.1,0.8,1.6,-18.0,0.033,0.074,0.2,0.375,0.352,2012-13
7345,Dion Waiters,CLE,21.0,193.04,97.52228,Syracuse,USA,2012,1,4,61,14.7,2.4,3.0,-6.3,0.0139999999999999,0.09,0.261,0.492,0.178,2012-13
7367,Damian Lillard,POR,22.0,190.5,88.45044,Weber State,USA,2012,1,6,82,19.0,3.1,6.5,-2.1,0.015,0.079,0.241,0.546,0.28,2012-13
7376,Darius Johnson-Odom,LAL,23.0,187.96,97.52228,Marquette,USA,2012,2,55,4,0.0,1.0,0.3,-43.1,0.1,0.214,0.2689999999999999,0.0,0.3329999999999999,2012-13
7377,Darius Miller,NOH,23.0,203.2,106.59412,Kentucky,USA,2012,2,46,52,2.3,1.5,0.8,-5.1,0.013,0.123,0.092,0.529,0.1,2012-13
7379,Patrick Beverley,HOU,24.0,185.42,83.91452,Arkansas,USA,2009,2,42,41,5.6,2.7,2.9,7.4,0.07,0.104,0.154,0.551,0.262,2012-13
7380,Pablo Prigioni,NYK,36.0,190.5,83.91452,,Argentina,Undrafted,Undrafted,Undrafted,78,3.5,1.8,3.0,8.0,0.038,0.1009999999999999,0.121,0.595,0.2769999999999999,2012-13
7383,Jeremy Lamb,OKC,21.0,195.58,81.64656,Connecticut,USA,2012,1,12,23,3.1,0.8,0.2,-13.7,0.035,0.098,0.252,0.479,0.063,2012-13
7385,Jeffery Taylor,CHA,24.0,200.66,102.0582,Vanderbilt,Sweden,2012,2,31,77,6.1,1.9,0.8,-8.9,0.038,0.075,0.15,0.531,0.072,2012-13
7397,Jarvis Varnado,MIA,25.0,205.74,104.32616,Mississippi State,USA,2010,2,41,13,0.6,0.7,0.2,-16.3,0.043,0.143,0.133,0.457,0.107,2012-13
7399,Jared Sullinger,BOS,21.0,205.74,117.93392,Ohio State,USA,2012,1,21,45,6.0,5.9,0.8,3.7,0.125,0.225,0.149,0.534,0.062,2012-13
7402,Jared Cunningham,DAL,22.0,193.04,88.45044,Oregon State,USA,2012,1,24,8,2.0,0.4,0.1,-12.5,0.045,0.087,0.295,0.5379999999999999,0.111,2012-13
7411,Josh Akognon,DAL,27.0,180.34,83.91452,Cal State-Fullerton,USA,Undrafted,Undrafted,Undrafted,3,1.7,0.3,0.3,-22.5,0.0,0.1669999999999999,0.235,0.625,0.2,2012-13
7416,Jonas Valanciunas,TOR,21.0,210.82,104.779752,,Lithuania,2011,1,5,62,8.9,6.0,0.7,-3.7,0.099,0.201,0.171,0.619,0.051,2012-13
7423,John Henson,MIL,22.0,210.82,99.79024,North Carolina,USA,2012,1,14,63,6.0,4.7,0.5,-2.5,0.14,0.238,0.221,0.497,0.063,2012-13
7426,Joel Freeland,POR,26.0,208.28,102.0582,,Great Britain,2006,1,30,51,2.6,2.3,0.3,-12.3,0.088,0.19,0.165,0.435,0.05,2012-13
7434,John Jenkins,ATL,22.0,193.04,97.52228,Vanderbilt,USA,2012,1,23,61,6.1,1.5,0.9,-7.9,0.021,0.096,0.183,0.5760000000000001,0.105,2012-13
7446,Festus Ezeli,GSW,23.0,210.82,115.66596,Vanderbilt,Nigeria,2012,1,30,78,2.4,4.0,0.3,-0.8,0.146,0.166,0.108,0.467,0.0279999999999999,2012-13
7447,Fab Melo,BOS,23.0,213.36,115.66596,Syracuse,Brazil,2012,1,22,6,1.2,0.5,0.0,-9.1,0.0,0.077,0.115,0.451,0.0,2012-13
7450,Evan Fournier,DEN,20.0,198.12,90.7184,,France,2012,1,20,38,5.3,0.9,1.2,7.7,0.016,0.066,0.204,0.597,0.153,2012-13
7469,Jae Crowder,DAL,22.0,198.12,106.59412,Marquette,USA,2012,2,34,78,5.0,2.4,1.2,0.7,0.0289999999999999,0.128,0.151,0.491,0.103,2012-13
7480,Henry Sims,NOH,23.0,208.28,111.13004,Georgetown,USA,Undrafted,Undrafted,Undrafted,2,2.0,1.0,0.0,12.6,0.5,0.0,0.368,0.667,0.0,2012-13
7483,Harrison Barnes,GSW,21.0,203.2,95.25432,North Carolina,USA,2012,1,7,81,9.2,4.1,1.2,2.0,0.0289999999999999,0.144,0.176,0.526,0.072,2012-13
7494,Meyers Leonard,POR,21.0,215.9,111.13004,Illinois,USA,2012,1,11,69,5.5,3.7,0.5,-8.1,0.08,0.175,0.141,0.596,0.045,2012-13
7496,Maurice Harkless,ORL,20.0,203.2,95.25432,St. John's (NY),USA,2012,1,15,76,8.2,4.4,0.7,-11.9,0.068,0.121,0.159,0.504,0.04,2012-13
7503,Marquis Teague,CHI,20.0,187.96,86.18248,Kentucky,USA,2012,1,29,48,2.1,0.9,1.3,-2.7,0.009,0.126,0.187,0.412,0.275,2012-13
7517,Maalik Wayns,LAC,22.0,185.42,88.45044,Villanova,USA,Undrafted,Undrafted,Undrafted,27,2.8,0.3,1.0,-16.4,0.005,0.036,0.251,0.3939999999999999,0.233,2012-13
7520,Michael Kidd-Gilchrist,CHA,19.0,200.66,105.233344,Kentucky,USA,2012,1,2,78,9.0,5.8,1.5,-8.2,0.072,0.188,0.179,0.506,0.096,2012-13
7522,Orlando Johnson,IND,24.0,195.58,99.79024,California-Santa Barbara,USA,2012,2,36,51,4.0,2.2,0.9,1.6,0.038,0.16,0.168,0.523,0.135,2012-13
7536,Nando De Colo,SAS,26.0,195.58,90.7184,,France,2009,2,53,72,3.8,1.9,1.9,-1.2,0.03,0.136,0.171,0.53,0.233,2012-13
7539,Mirza Teletovic,BKN,27.0,205.74,115.66596,,Bosnia,Undrafted,Undrafted,Undrafted,53,3.5,1.8,0.4,-2.5,0.072,0.147,0.196,0.495,0.08,2012-13
7540,Miles Plumlee,IND,24.0,210.82,115.66596,Duke,USA,2012,1,26,14,0.9,1.6,0.1,-8.4,0.179,0.159,0.188,0.286,0.061,2012-13
7541,Mike Scott,ATL,24.0,203.2,107.501304,Virginia,USA,2012,2,43,40,4.6,2.8,0.3,-6.7,0.1159999999999999,0.208,0.231,0.5329999999999999,0.0579999999999999,2012-13
7547,Luke Zeller,PHX,26.0,210.82,111.13004,Notre Dame,USA,Undrafted,Undrafted,Undrafted,16,1.2,0.6,0.2,-34.4,0.0139999999999999,0.1669999999999999,0.195,0.365,0.103,2012-13
7550,Kim English,DET,24.0,198.12,90.7184,Missouri,USA,2012,2,44,41,2.9,0.9,0.6,-8.1,0.022,0.086,0.158,0.477,0.0969999999999999,2012-13
7551,Khris Middleton,DET,21.0,200.66,97.52228,Texas A&M,USA,2012,2,39,27,6.1,1.9,1.0,2.2,0.01,0.124,0.159,0.532,0.085,2012-13
7554,Kevin Murphy,UTA,23.0,198.12,83.91452,Tennessee Tech,USA,2012,2,47,17,0.9,0.2,0.1,-40.9,0.0,0.103,0.26,0.268,0.083,2012-13
7557,Kevin Jones,CLE,23.0,203.2,117.93392,West Virginia,USA,Undrafted,Undrafted,Undrafted,32,3.0,2.4,0.3,6.0,0.123,0.145,0.158,0.418,0.043,2012-13
7562,Kent Bazemore,GSW,23.0,195.58,91.171992,Old Dominion,USA,Undrafted,Undrafted,Undrafted,61,2.0,0.4,0.4,2.2,0.022,0.068,0.264,0.4539999999999999,0.159,2012-13
7564,Kendall Marshall,PHX,21.0,193.04,88.45044,North Carolina,USA,2012,1,13,48,3.0,0.9,3.0,-13.3,0.006,0.062,0.136,0.455,0.306,2012-13
7569,Justin Holiday,PHI,24.0,198.12,83.91452,Washington,USA,Undrafted,Undrafted,Undrafted,9,4.7,1.6,1.7,7.5,0.0,0.105,0.195,0.408,0.155,2012-13
7595,Kyle Singler,DET,25.0,203.2,104.32616,Duke,USA,2011,2,33,82,8.8,4.0,0.9,-4.5,0.054,0.113,0.158,0.517,0.053,2012-13
7596,Kyle O'Quinn,ORL,23.0,208.28,108.86208,Norfolk State,USA,2012,2,49,57,4.1,3.7,0.9,-5.4,0.113,0.236,0.178,0.535,0.122,2012-13
7601,Kris Joseph,BKN,24.0,200.66,95.25432,Syracuse,USA,2012,2,51,10,0.9,0.7,0.1,-3.3,0.02,0.136,0.166,0.257,0.0279999999999999,2012-13
7610,Andre Drummond,DET,19.0,208.28,122.46984,Connecticut,USA,2012,1,9,60,7.9,7.6,0.5,-1.5,0.153,0.266,0.17,0.578,0.04,2012-13
7616,Alexey Shved,MIN,24.0,198.12,82.553744,,Russia,Undrafted,Undrafted,Undrafted,77,8.6,2.3,3.7,-2.3,0.024,0.084,0.206,0.474,0.248,2012-13
7638,Ian Clark,UTA,23.0,190.5,78.471416,Belmont,USA,Undrafted,Undrafted,Undrafted,23,3.0,0.8,0.7,1.4,0.019,0.1,0.217,0.485,0.147,2013-14
7641,Isaiah Canaan,HOU,23.0,182.88,85.275296,Murray State,USA,2013,2,34,22,4.6,1.1,1.0,-4.8,0.03,0.07,0.206,0.506,0.144,2013-14
7646,Gorgui Dieng,MIN,24.0,210.82,107.954896,Louisville,Senegal,2013,1,21,60,4.8,5.0,0.7,-3.8,0.134,0.261,0.17,0.534,0.076,2013-14
7650,Hollis Thompson,PHI,23.0,203.2,93.439952,Georgetown,USA,Undrafted,Undrafted,Undrafted,77,6.0,3.2,0.9,-11.1,0.044,0.1159999999999999,0.113,0.57,0.061,2013-14
7653,Glen Rice,WAS,23.0,198.12,93.439952,Georgia Tech,USA,2013,2,35,11,2.9,1.8,0.6,-2.6,0.036,0.17,0.19,0.3989999999999999,0.1009999999999999,2013-14
7657,Elias Harris,LAL,24.0,203.2,108.408488,Gonzaga,Germany,Undrafted,Undrafted,Undrafted,2,0.0,0.5,0.5,-14.3,0.083,0.0,0.036,0.0,0.091,2013-14
7664,Erik Murphy,CHI,23.0,208.28,104.32616,Florida,USA,2013,2,49,24,0.3,0.3,0.1,-40.0,0.0289999999999999,0.111,0.114,0.231,0.065,2013-14
7669,Gal Mekel,DAL,26.0,190.5,86.636072,Wichita State,Israel,Undrafted,Undrafted,Undrafted,31,2.4,0.9,2.0,-1.9,0.019,0.094,0.182,0.4,0.299,2013-14
7672,Jamaal Franklin,MEM,22.0,195.58,86.636072,San Diego State,USA,2013,2,41,21,1.9,1.1,0.3,4.8,0.0289999999999999,0.138,0.142,0.489,0.053,2013-14
7676,Giannis Antetokounmpo,MIL,19.0,205.74,92.98636,,Greece,2013,1,15,77,6.8,4.4,1.9,-4.4,0.047,0.16,0.15,0.518,0.12,2013-14
7677,Gigi Datome,DET,26.0,203.2,97.52228,,Italy,Undrafted,Undrafted,Undrafted,34,2.4,1.4,0.3,8.6,0.0579999999999999,0.1689999999999999,0.205,0.409,0.071,2013-14
7703,Jorge Gutierrez,BKN,25.0,190.5,88.45044,California-Berkeley,Mexico,Undrafted,Undrafted,Undrafted,15,4.1,1.5,2.0,-7.8,0.0139999999999999,0.095,0.141,0.523,0.204,2013-14
7716,James Nunnally,PHI,23.0,200.66,92.98636,California-Santa Barbara,USA,Undrafted,Undrafted,Undrafted,13,3.4,1.5,0.6,-11.4,0.006,0.118,0.156,0.44,0.0819999999999999,2013-14
7717,James Southerland,NOP,24.0,203.2,97.52228,Syracuse,USA,Undrafted,Undrafted,Undrafted,4,3.5,2.0,0.0,8.4,0.0,0.276,0.238,0.441,0.0,2013-14
7734,Jeff Withey,NOP,24.0,213.36,106.59412,Kansas,USA,2013,2,39,58,3.3,2.6,0.4,2.1,0.085,0.1669999999999999,0.121,0.59,0.057,2013-14
7743,Brandon Davies,PHI,22.0,208.28,108.86208,Brigham Young,USA,Undrafted,Undrafted,Undrafted,51,2.8,2.1,0.5,-5.2,0.075,0.145,0.14,0.476,0.074,2013-14
7751,CJ McCollum,POR,22.0,193.04,90.7184,Lehigh,USA,2013,1,10,38,5.3,1.3,0.7,-4.0,0.016,0.094,0.205,0.521,0.089,2013-14
7757,Carrick Felix,CLE,23.0,198.12,91.171992,Arizona State,USA,2013,2,33,7,2.7,0.9,0.6,4.7,0.037,0.135,0.221,0.603,0.143,2013-14
7759,Casper Ware,PHI,24.0,177.8,79.3786,Long Beach State,USA,Undrafted,Undrafted,Undrafted,9,5.3,1.0,1.1,1.0,0.0,0.095,0.196,0.5379999999999999,0.135,2013-14
7767,Chris Babb,BOS,24.0,195.58,102.0582,Iowa State,USA,Undrafted,Undrafted,Undrafted,14,1.6,1.2,0.2,-2.4,0.031,0.119,0.113,0.367,0.034,2013-14
7771,Andre Roberson,OKC,22.0,200.66,95.25432,Colorado,USA,2013,1,26,40,1.9,2.4,0.4,6.7,0.1119999999999999,0.155,0.103,0.518,0.051,2013-14
7779,Anthony Bennett,CLE,21.0,203.2,117.480328,Nevada-Las Vegas,Canada,2013,1,1,52,4.2,3.0,0.3,-6.1,0.077,0.186,0.198,0.425,0.043,2013-14
7783,Archie Goodwin,PHX,19.0,195.58,89.811216,Kentucky,USA,2013,1,29,52,3.7,1.7,0.4,-7.6,0.051,0.121,0.192,0.507,0.061,2013-14
7784,Arinze Onuaku,CLE,26.0,205.74,124.7378,Syracuse,USA,Undrafted,Undrafted,Undrafted,5,0.6,1.6,0.6,-16.2,0.095,0.286,0.102,0.255,0.13,2013-14
7792,Ben McLemore,SAC,21.0,195.58,88.45044,Kansas,USA,2013,1,7,82,8.8,2.9,1.0,-5.7,0.027,0.0969999999999999,0.168,0.485,0.0579999999999999,2013-14
7804,Dennis Schroder,ATL,20.0,185.42,76.203456,,Germany,2013,1,17,49,3.7,1.2,1.9,-16.2,0.009,0.105,0.196,0.442,0.247,2013-14
7811,Dewayne Dedmon,ORL,24.0,213.36,115.66596,Southern California,USA,Undrafted,Undrafted,Undrafted,31,3.1,4.1,0.2,-10.2,0.114,0.288,0.132,0.5,0.021,2013-14
7815,Dionte Christmas,PHX,27.0,195.58,92.98636,Temple,USA,Undrafted,Undrafted,Undrafted,31,2.3,1.2,0.3,-4.9,0.066,0.15,0.17,0.489,0.067,2013-14
7823,Dwight Buycks,TOR,25.0,190.5,86.18248,Marquette,USA,Undrafted,Undrafted,Undrafted,14,3.1,1.6,0.7,-1.7,0.031,0.153,0.187,0.414,0.115,2013-14
7832,Chris Smith,NYK,26.0,187.96,90.7184,Louisville,USA,Undrafted,Undrafted,Undrafted,2,0.0,0.0,0.0,-98.5,0.0,0.0,0.0,0.0,0.0,2013-14
7835,Cody Zeller,CHA,21.0,213.36,108.86208,Indiana,USA,2013,1,4,82,6.0,4.3,1.1,-2.2,0.093,0.185,0.182,0.498,0.106,2013-14
7841,DJ Stephens,MIL,23.0,195.58,85.275296,Memphis,USA,Undrafted,Undrafted,Undrafted,3,2.3,1.7,0.0,-7.1,0.063,0.364,0.217,0.47,0.0,2013-14
7857,Royce White,SAC,23.0,203.2,117.93392,Iowa State,USA,2012,1,16,3,0.0,0.0,0.0,-37.5,0.0,0.0,0.061,0.0,0.0,2013-14
7859,Rudy Gobert,UTA,22.0,215.9,111.13004,,France,2013,1,27,45,2.3,3.4,0.2,-3.4,0.13,0.262,0.1369999999999999,0.507,0.026,2013-14
7864,Ryan Kelly,LAL,23.0,210.82,104.32616,Duke,USA,2013,2,48,59,8.0,3.7,1.6,-3.3,0.035,0.145,0.159,0.5479999999999999,0.104,2013-14
7867,Scotty Hopson,CLE,24.0,200.66,92.532768,Tennessee,USA,Undrafted,Undrafted,Undrafted,2,0.5,0.0,0.5,-13.1,0.0,0.0,0.307,0.102,0.2,2013-14
7869,Sergey Karasev,CLE,20.0,200.66,88.904032,,Russia,2013,1,19,22,1.7,0.7,0.3,-15.6,0.0,0.121,0.144,0.47,0.059,2013-14
7870,Seth Curry,CLE,23.0,187.96,83.91452,Duke,USA,Undrafted,Undrafted,Undrafted,2,1.5,0.5,0.0,-4.9,0.0,0.077,0.1009999999999999,0.5,0.0,2013-14
7871,Shabazz Muhammad,MIN,21.0,198.12,100.697424,UCLA,USA,2013,1,14,37,3.9,1.4,0.2,-14.0,0.088,0.104,0.2319999999999999,0.505,0.038,2013-14
7873,Shane Edwards,CLE,27.0,200.66,99.79024,Arkansas-Little Rock,USA,Undrafted,Undrafted,Undrafted,2,1.0,1.0,0.0,-25.6,0.083,0.111,0.161,0.3329999999999999,0.0,2013-14
7874,Shane Larkin,DAL,21.0,180.34,79.83219199999998,Miami (FL),USA,2013,1,18,48,2.8,0.9,1.5,5.2,0.025,0.078,0.173,0.446,0.208,2013-14
7881,Solomon Hill,IND,23.0,200.66,102.0582,Arizona,USA,2013,1,23,28,1.7,1.5,0.4,2.1,0.045,0.153,0.114,0.545,0.078,2013-14
7895,Ray McCallum,SAC,23.0,190.5,86.18248,Detroit Mercy,USA,2013,2,36,45,6.2,1.8,2.7,-6.0,0.022,0.079,0.179,0.439,0.216,2013-14
7897,Reggie Bullock,LAC,23.0,200.66,92.98636,North Carolina,USA,2013,1,25,43,2.7,1.3,0.3,-0.8,0.03,0.113,0.154,0.46,0.049,2013-14
7902,Ricky Ledo,DAL,21.0,200.66,88.45044,Providence,USA,2013,2,43,11,1.7,0.2,0.2,13.8,0.0,0.061,0.293,0.506,0.1,2013-14
7904,Robbie Hummel,MIN,25.0,203.2,99.79024,Purdue,USA,2012,2,58,53,3.4,2.5,0.4,1.1,0.057,0.1669999999999999,0.126,0.492,0.052,2013-14
7905,Robert Covington,HOU,23.0,205.74,97.52228,Tennessee State,USA,Undrafted,Undrafted,Undrafted,7,2.3,0.7,0.0,27.1,0.065,0.083,0.203,0.5710000000000001,0.0,2013-14
7912,Phil Pressey,BOS,23.0,180.34,79.3786,Missouri,USA,Undrafted,Undrafted,Undrafted,75,2.8,1.4,3.2,-0.9,0.021,0.088,0.143,0.39,0.305,2013-14
7916,Troy Daniels,HOU,22.0,193.04,92.532768,Virginia Commonwealth,USA,Undrafted,Undrafted,Undrafted,5,8.4,0.8,1.0,22.0,0.0,0.07,0.206,0.677,0.114,2013-14
7924,Vander Blue,BOS,21.0,193.04,90.7184,Marquette,USA,Undrafted,Undrafted,Undrafted,3,1.7,1.0,0.3,10.4,0.0,0.176,0.253,0.4029999999999999,0.091,2013-14
7927,Victor Oladipo,ORL,22.0,193.04,97.52228,Indiana,USA,2013,1,2,80,13.8,4.1,4.1,-4.9,0.02,0.129,0.243,0.514,0.225,2013-14
7929,Vitor Faverani,BOS,26.0,210.82,117.93392,,Brazil,Undrafted,Undrafted,Undrafted,37,4.4,3.5,0.4,-9.4,0.0969999999999999,0.195,0.191,0.502,0.059,2013-14
7940,Trey Burke,UTA,21.0,185.42,86.18248,Michigan,USA,2013,1,9,70,12.8,3.0,5.7,-6.4,0.018,0.09,0.2189999999999999,0.473,0.28,2013-14
